year,month,day,temp,pressure,humidity,wind_speed,wind_direction,clouds,generation_biomass,generation_fossil_brown_coal_lignite,generation_fossil_coal_derived_gas,generation_fossil_gas,generation_fossil_hard_coal,generation_fossil_oil,generation_fossil_oil_shale,generation_fossil_peat,generation_geothermal,generation_hydro_pumped_storage_consumption,generation_hydro_run_of_river_and_poundage,generation_hydro_water_reservoir,generation_marine,generation_nuclear,generation_other,generation_other_renewable,generation_solar,generation_waste,generation_wind_offshore,generation_wind_onshore,total_generation,forecast_solar_day_ahead,forecast_wind_onshore_day_ahead,total_load_forecast,total_load_actual,price_day_ahead,price_actual
2015,1,1,275.9555714875,1010,69.75,1,216.416666666667,0,0.0165432305306574,0.00993816396522769,0,0.16434164891803,0.163947532671433,0.00618521211497256,0,0,0,0.0413259035718192,0.0404556305538218,0.083657205731898,0,0.273996049185708,0.00163115866959224,0.00285533199065703,0.0441458455321695,0.00780511032037629,0,0.143171976243638,621644,25200,87725,592887,573522,46.7024997070833,62.14874982875
2015,01,02,265.4376271625,971.916666666667,64.4583333333333,1.08333333333333,251.25,0,0.0121501146043584,0,0,0.111918169067086,0.0388587458520064,0.00625910848072252,0,0,0,0.0489316136977866,0.0407471519961684,0.11670897335021,0,0.223644760699258,0.00139167322363244,0.0019308268618932,0.0410509390715336,0.00585269063665287,0,0.350555232458691,730775,28491,257496,634143,626961,16.1141666177083,66.6595838866667
2015,01,03,267.696802791667,965.416666666667,66.75,1.75,255.958333333333,2.5,0.0146689957245705,0,0,0.114605343850909,0.0442714766944042,0.00754521753536457,0,0,0,0.0459528743616647,0.0458802124054305,0.133039682147539,0,0.237158452474721,0.00260856422880959,0.00221182994777059,0.0389598876936804,0.00682150445127144,0,0.306275958483865,688118,26617,210158,586539,577092,24.31499973875,62.9224999745833
2015,01,04,267.859663645833,961.75,71.6666666666667,1.29166666666667,208.5,0,0.0133803548868306,0,0,0.116073846676358,0.0751290823623792,0.0120145046560414,0,0,0,0.0191994917221864,0.0503358996092761,0.110967645599195,0,0.238505557824653,0.00282246435687193,0.00193385654327169,0.0833973804368671,0.00535946162370753,0,0.270880453702362,683091,54610,185227,626880,625449,28.84624981875,55.9633336070833
2015,01,05,260.177168894118,943.823529411765,79.7058823529412,0.882352941176471,228.235294117647,0,0.0142071731425231,0.000256518403962223,0,0.179853932501128,0.100222233732663,0.0126532635800596,0,0,0,0.0471031919275631,0.0459562586790782,0.101423430489679,0,0.154924783377607,0.00157610827049866,0.00290309770638016,0.0438301157539298,0.00596405289212168,0,0.289125839542805,405429,17404,117630,355590,359819,38.6688234658823,71.1941176035294
2015,01,06,266.69241205,954.375,81.125,0.833333333333333,203.791666666667,17.9166666666667,0.019751294210188,0.0339500350132219,0,0.165695675947036,0.244903897499193,0.0121315218121181,0,0,0,0.00839997569858572,0.0301993035726277,0.116074426278782,0,0.178260466395301,0.0031623814106971,0.00242854265058084,0.0858367520520306,0.00859662530096982,0,0.090609102158669,625478,54084,57083,628525,643553,53.5708333658333,65.8770831433333
2015,01,07,268.750517533333,974.541666666667,84.625,1.16666666666667,245.75,43.4583333333333,0.0152183764837048,0.0284582570788043,0,0.166518502278612,0.243548833422678,0.0113442676423682,0,0,0,0.00436204870575622,0.0223168988948496,0.0638278815522637,0,0.184010812212667,0.00266294852033907,0.00163092228655305,0.072170984823065,0.00669613912569197,0,0.177233126972647,748043,53216,132964,749561,740002,56.9858328491667,75.9741670325
2015,01,08,269.125954945833,993.208333333333,75.875,1.70833333333333,237.75,5.91666666666667,0.018237179929443,0.0192322139583803,0,0.157121852572447,0.242069241489699,0.0110618960227769,0,0,0,0.0142693092562696,0.0234499930240295,0.0552312879174658,0,0.237725741637651,0.00296823710327043,0.00237489631868073,0.0840167484618368,0.00828070691878284,0,0.123960695389267,652239,53961,81735,626914,604712,51.4283337591667,75.7383340208333
2015,01,09,270.031883241667,997.041666666667,62.3333333333333,1.70833333333333,263,0,0.0155366005917905,0.0281170479898998,0,0.185330649653856,0.241641728789741,0.0112409404822225,0,0,0,0.00548679948827197,0.0196544995954885,0.0653279062541116,0,0.22080448797803,0.00268881168800266,0.00221711489526092,0.0546188493957522,0.00799505068291058,0,0.139339512514662,714442,37037,99518,696455,704779,55.4483329458333,73.7775001529167
2015,01,10,275.5168533375,988.916666666667,39.2083333333333,5.16666666666667,269.416666666667,0,0.0198075782577566,0.030607102580885,0,0.191764152769712,0.255428954217638,0.0146375114847694,0,0,0,0.00584916618269311,0.0169529024585857,0.0901742612105177,0,0.212077214524738,0.00306209303969198,0.00251666251832186,0.0667053845515639,0.00878988172608018,0,0.0816271344770474,650862,41499,53004,644230,646879,55.0191666291667,65.69750022875
2015,01,11,274.538180033333,984.875,43.125,5.79166666666667,202.583333333333,1.75,0.0204863714255114,0,0,0.148945391988862,0.0820174440398415,0.00808945592802827,0,0,0,0.064951603834208,0.0246030577273214,0.0361465138695512,0,0.194073310485167,0.00320130930705794,0.00248841972796401,0.0252222341223091,0.0101444521795009,0,0.379630435364678,597568,16923,226035,530689,526438,30.1829166416667,56.9974997833334
2015,01,12,271.34375,989.291666666667,79.375,1.83333333333333,211.083333333333,46.5,0.0155238830064373,0.0306463230960644,0,0.300381797837902,0.237728231686658,0.0134639968340105,0,0,0,0.00776834750721031,0.0266703299519123,0.10525776336506,0,0.17880011274567,0.00304071656137094,0.00226060763083195,0.0302605393001227,0.00751210734754422,0,0.0406852431292048,702466,21791,28448,725670,725037,62.59875059125,69.0558330225
2015,01,13,272.960419970833,982.333333333333,57.125,4.41666666666667,245.833333333333,25.5,0.0156773897691651,0.0254569216039575,0,0.183620843081904,0.199551554942964,0.00972367106581048,0,0,0,0.0163217372439336,0.0278277565665633,0.0785376430133117,0,0.212148807892217,0.00243968660809513,0.00210192381890199,0.0275887244388266,0.00802446441863879,0,0.190978875535711,769771,22291,147397,749490,743201,54.9549994458333,67.3316669470833
2015,01,14,274.2895851125,981.416666666667,52.7083333333333,4.58333333333333,252.875,3,0.0155937264694336,0.0254969977410656,0,0.185173410218621,0.207096014364506,0.00981960703551869,0,0,0,0.0115353674468893,0.029332681181339,0.0954917848155847,0,0.210160699690442,0.00249705566245986,0.00218428013360535,0.0225764723296628,0.00792622101516897,0,0.175115681895703,776915,19061,135358,748853,742683,59.4958332383333,72.265416305
2015,01,15,273.916576383333,974.916666666667,53.0833333333333,4.29166666666667,258.375,7.29166666666667,0.0146329248018963,0.0242260715428224,0,0.125969541070782,0.1780559882108,0.0101529764058673,0,0,0,0.0233424059827043,0.0303999307751609,0.0590797291840384,0,0.213934907673993,0.0023101167906945,0.00221047497679395,0.018302627921734,0.00785334822716236,0,0.28952895643555,762732,15534,220941,755079,741523,46.0333328245833,58.2879166608333
2015,01,16,272.7008756,970.083333333333,51.2083333333333,8.125,255,25.3333333333333,0.0143335768126528,0.02105335240588,0,0.136083381521949,0.161760304754948,0.00995221718355297,0,0,0,0.0284452323705755,0.0333427174321048,0.0602345010195696,0,0.207128617950513,0.00250707611772225,0.00216595144616571,0.0205410313378174,0.0076366274056264,0,0.294815412240923,788568,15644,228242,749559,742174,51.1400001845833,63.8954168958333
2015,01,17,269.589585620833,978.041666666667,48.8333333333333,3.625,245.25,0,0.0158693700570154,0.026933532394887,0,0.149548260055433,0.177036401094092,0.00931630479386345,0,0,0,0.0238327658865265,0.0351546251699889,0.0780303550195584,0,0.228787269770888,0.0025755689290311,0.00241450833803677,0.0333451444433396,0.00848019024757114,0,0.208675703799769,714017,21797,149410,676563,671689,45.0858330729167,57.0270827608333
2015,01,18,268.337501525,972.666666666667,57,2.95833333333333,210.541666666667,60.3333333333333,0.0168982859972996,0.0272002853723106,0,0.159914624151695,0.171637588957743,0.00903285908857744,0,0,0,0.0349050429532497,0.0365058401089603,0.0791082704904984,0,0.240871328926965,0.00273285260284311,0.00247047516848169,0.00872626073831241,0.00893999516517986,0,0.201056290277884,678412,5715,138724,643505,642151,41.2933328941667,55.0737493833333
2015,01,19,266.41460765,961.818181818182,80.5,2.59090909090909,204.318181818182,79,0.0151071555693743,0.0255518867061814,0,0.161382632539333,0.205558893004816,0.00932203509058244,0,0,0,0.0227409259287918,0.0335373788845916,0.071951029067698,0,0.203305059588711,0.00244094942380932,0.0020948551539205,0.0230813926495767,0.00772662491963156,0,0.216199181472983,710789,14863,156473,689697,687273,48.8545452463636,62.2372727836363
2015,01,20,266.485417683333,967.416666666667,62.0416666666667,2.875,277,51.0833333333333,0.0155658209288651,0.0265918247343,0,0.223583425559068,0.22972039553927,0.00939418605546897,0,0,0,0.00821301191701995,0.0349678900378233,0.119719702241406,0,0.179991680425634,0.00255749878672874,0.00224037920825384,0.0144000534096132,0.00785352413575286,0,0.125200607020796,778886,11125,98114,786568,787865,58.6295839954167,71.9966669091666
